index,file,obj_id,class,xmax,xmin,ymax,ymin
6506,2009_000389,1,bird,303,233,111,58
6507,2009_000389,2,bird,208,134,96,60
6514,2008_006390,5,person,392,360,231,119
6517,2008_006390,8,person,321,300,194,129
6521,2009_003858,0,bird,318,135,261,87
6524,2010_001520,0,bird,236,104,334,165
6529,2011_000530,1,sofa,279,1,375,235
6530,2010_001246,5,person,168,153,203,163
6535,2011_002327,0,aeroplane,500,1,260,26
6539,2010_003451,2,sofa,500,1,375,15
6542,2009_001929,0,bird,455,21,250,30
6543,2011_003039,0,sofa,390,101,286,138
6549,2008_001399,0,sofa,315,1,375,153
6550,2008_000093,3,sofa,320,143,247,163
6551,2008_000093,4,sofa,145,1,317,173
6555,2012_002856,1,person,491,280,330,139
6556,2008_002684,0,bird,375,109,473,194
6563,2008_005855,5,person,345,258,276,178
6570,2010_002015,1,sofa,267,1,375,202
6589,2009_003870,0,bird,284,152,474,120
6591,2008_005882,2,sofa,486,1,375,75
6592,2009_005232,0,aeroplane,455,14,324,72
6593,2008_004544,0,person,494,260,332,106
6600,2011_002482,9,person,427,365,73,1
6605,2008_006353,0,aeroplane,500,1,241,82
6607,2010_002954,0,aeroplane,493,8,254,110
6612,2008_002653,0,person,200,62,437,120
6613,2009_004886,0,bird,339,126,313,58
6616,2008_002647,0,bird,252,102,272,72
6617,2011_001821,0,person,255,80,500,51
6621,2009_001040,0,bird,302,64,491,17
6634,2008_001366,1,sofa,500,138,375,1
6643,2008_008424,0,aeroplane,500,1,278,55
6645,2008_003565,1,person,283,174,375,109
6649,2008_005114,0,aeroplane,498,6,319,143
6673,2008_001825,3,person,416,382,174,67
6678,2008_001825,8,person,246,228,172,107
6689,2010_003135,1,bird,241,200,203,107
6690,2008_006186,0,bird,310,85,446,70
6702,2008_000291,0,aeroplane,217,2,251,196
6703,2008_000291,1,aeroplane,439,392,220,198
6704,2011_007061,0,person,193,158,399,200
6709,2011_003561,0,person,375,144,250,43
6717,2011_000068,0,bird,500,284,319,200
6722,2008_008197,0,bird,275,115,218,52
6724,2011_003213,0,bird,416,260,333,47
6725,2011_001404,0,sofa,463,146,333,157
6726,2011_001404,1,sofa,124,1,319,103
6728,2008_003997,0,bird,313,4,261,26
6739,2008_002451,11,person,55,39,242,219
6752,2008_006637,0,aeroplane,411,87,207,103
6755,2009_003441,0,sofa,500,53,375,133
6767,2010_004855,0,aeroplane,420,85,207,113
6768,2010_004855,1,aeroplane,500,445,189,139
6769,2010_004855,2,aeroplane,132,35,199,162
6770,2008_006145,4,sofa,500,238,375,258
6780,2008_006145,14,person,176,140,136,90
6783,2008_006145,17,person,306,289,132,97
6784,2009_001242,0,bird,483,83,286,79
6796,2008_006623,0,aeroplane,496,3,235,88
6798,2008_003983,1,person,331,154,375,205
6800,2008_002445,0,person,333,143,500,85
6805,2007_006865,0,bird,312,29,287,16
6814,2008_006179,0,bird,268,171,341,110
6815,2008_008154,0,person,281,172,263,24
6818,2008_003001,2,person,333,305,326,136
6821,2009_002777,1,person,246,198,257,134
6825,2009_002011,0,aeroplane,491,1,300,17
6827,2008_007501,0,bird,336,66,424,31
6833,2010_002439,0,bird,417,204,252,16
6838,2011_000646,0,sofa,437,54,375,92
6844,2011_001558,0,bird,357,156,334,85
6865,2012_004189,1,person,500,320,322,1
6873,2011_002045,9,person,214,152,239,133
6878,2011_002045,14,sofa,392,193,302,157
6886,2011_006579,1,person,329,255,283,119
6887,2010_006111,0,person,416,160,333,53
6894,2011_005070,1,person,38,9,294,203
6903,2012_000338,3,person,354,266,240,53
6909,2011_004385,0,person,341,141,375,11
6911,2008_004632,0,sofa,361,115,336,194
6912,2008_005538,0,aeroplane,402,163,248,49
6933,2008_003607,0,sofa,481,6,375,186
6937,2008_003161,0,bird,360,165,360,47
6941,2009_000014,2,sofa,82,1,373,262
6946,2012_004176,0,person,298,124,500,154
6956,2008_008746,0,bird,335,68,377,93
6958,2010_005632,0,aeroplane,402,50,237,120
6959,2008_002082,5,sofa,416,1,335,213
6960,2011_000322,0,person,375,164,500,180
6961,2012_002088,0,person,224,128,245,151
6962,2008_005935,0,bird,364,18,500,12
6965,2007_009607,0,bird,363,128,284,129
6966,2007_009607,1,bird,460,175,348,209
6973,2008_007688,0,bird,240,152,272,168
6980,2010_000986,0,aeroplane,454,275,138,78
6985,2008_005921,2,person,347,248,382,39
6994,2011_005266,0,person,345,262,347,115
7000,2011_002509,6,person,416,369,220,169
7003,2011_003171,0,bird,360,137,220,76
7005,2008_008593,0,sofa,264,1,309,52
7007,2008_008593,3,person,375,48,500,154
7008,2011_005500,0,person,256,113,398,25
7016,2008_006227,0,bird,477,419,195,126
7017,2008_006227,1,bird,452,420,154,110
7018,2008_006227,2,bird,438,366,124,90
7019,2008_006227,3,bird,351,280,174,101
7020,2008_006227,4,bird,303,266,124,83
7021,2008_006227,5,bird,256,204,149,96
7022,2008_006227,6,bird,69,36,94,47
7023,2008_006227,7,bird,141,83,131,75
7024,2008_006227,8,bird,190,125,106,68
7025,2008_006227,9,bird,109,88,94,68
7049,2011_001941,13,sofa,500,312,304,237
7050,2011_001941,14,sofa,258,79,283,241
7051,2008_003439,0,bird,277,149,343,52
7056,2011_002284,0,aeroplane,497,12,266,146
7057,2011_002284,1,aeroplane,183,47,201,150
7058,2008_008578,0,sofa,500,132,238,32
7070,2007_000804,2,sofa,332,191,470,265
7078,2008_008550,0,sofa,185,1,500,273
7083,2008_008544,0,bird,500,72,375,29
7089,2008_004418,2,person,500,423,236,90
7092,2012_000674,0,person,326,273,302,162
7093,2009_001108,0,bird,426,316,355,242
7096,2008_007676,0,person,268,217,163,46
7107,2009_000217,0,sofa,165,1,375,223
7117,2009_002414,0,bird,336,150,259,114
7118,2009_002414,1,bird,338,228,284,207
7121,2009_000565,3,person,272,237,234,113
7122,2009_000565,4,person,469,380,292,123
7130,2008_006554,1,person,377,318,324,147
7136,2009_003044,0,aeroplane,500,39,372,38
7144,2010_000944,7,person,342,23,375,86
7145,2008_004425,0,bird,347,132,297,101
7152,2012_000891,1,person,260,192,206,88
7154,2008_006232,0,bird,171,139,321,276
7169,2008_004431,3,person,56,1,260,121
7174,2008_006540,0,aeroplane,491,176,208,112
7175,2008_006540,1,person,206,196,189,154
7180,2008_000131,0,bird,332,185,180,119
7183,2011_002291,0,sofa,478,1,239,126
7188,2009_001874,1,sofa,500,158,375,251
7194,2010_004505,1,person,375,1,500,1
7210,2011_000479,2,person,336,130,333,29
7213,2011_001767,0,person,419,262,327,181
7214,2011_006008,0,person,408,254,334,37
7217,2008_007879,0,aeroplane,493,1,313,39
7218,2009_003087,0,sofa,500,1,332,1
7226,2010_001327,0,sofa,500,32,374,34
7227,2008_002929,0,sofa,429,96,333,182
7239,2011_002246,0,bird,285,222,86,51
7241,2010_005141,1,person,236,1,375,144
7243,2010_001441,0,bird,276,79,500,91
7252,2008_000694,0,person,308,239,221,91
7259,2010_001333,1,sofa,500,1,375,21
7260,2011_000445,0,sofa,500,98,375,193
7265,2008_008021,1,person,265,227,216,155
7266,2010_003915,0,aeroplane,382,215,282,134
7270,2011_000874,0,aeroplane,494,7,198,87
7284,2011_005918,0,person,175,122,269,193
7290,2008_003160,0,bird,459,418,170,96
7291,2008_003160,1,bird,332,266,155,86
7292,2008_003160,2,bird,131,90,230,139
7293,2008_003160,3,bird,93,28,200,110
7294,2008_003160,4,bird,170,107,197,105
7295,2008_003160,5,bird,437,415,113,80
7296,2008_003160,6,bird,136,98,142,96
7297,2008_003160,7,bird,101,69,145,98
7298,2008_003160,8,bird,110,88,125,96
7300,2010_003097,0,bird,289,212,344,172
7308,2010_003929,0,bird,321,200,190,100
7319,2011_000684,2,person,205,150,299,124
7329,2008_004633,0,bird,250,212,212,160
7339,2008_001978,0,bird,290,266,197,172
7365,2012_001966,1,person,300,133,375,90
7367,2010_003054,0,aeroplane,342,162,116,47
7373,2008_004182,2,person,365,323,230,113
7376,2007_002545,2,sofa,248,3,394,27
7377,2007_002545,3,sofa,375,242,280,77
7378,2009_003285,0,bird,481,99,330,63
7379,2012_004188,0,person,344,265,262,110
7387,2008_000496,0,person,375,1,500,56
7393,2009_004298,0,sofa,487,8,373,181
7395,2009_002831,0,bird,399,135,250,101
7396,2010_000549,0,aeroplane,391,181,205,110
7397,2010_000549,1,aeroplane,322,232,265,229
7398,2010_000549,2,aeroplane,172,57,112,75
7401,2009_005019,0,aeroplane,488,7,210,97
7403,2008_007266,0,bird,374,152,237,127
7407,2012_000503,0,person,190,42,287,21
7412,2010_003861,3,sofa,361,1,316,119
7416,2009_004475,0,aeroplane,395,155,221,137
7417,2008_005303,0,bird,485,154,345,39
7426,2012_000517,0,person,300,272,335,187
7427,2008_005465,0,bird,500,144,267,61
7430,2009_001243,1,sofa,500,342,192,1
7436,2011_000082,1,sofa,161,1,375,154
7437,2009_003454,0,person,211,127,435,144
7458,2009_004449,0,sofa,500,34,375,99
7460,2009_003440,7,sofa,275,188,220,179
7461,2009_005031,0,aeroplane,495,7,236,94
7466,2010_004698,3,person,233,1,286,39
7468,2010_005586,0,bird,404,14,500,7
7473,2011_003212,0,sofa,306,54,375,238
7477,2010_002570,1,person,500,16,387,1
7489,2008_004948,10,person,500,286,375,286
7499,2008_002487,0,person,265,24,297,119
7501,2010_001051,0,sofa,499,191,265,51
7502,2010_001051,1,sofa,229,1,320,61
7508,2011_002124,1,sofa,499,384,375,257
7520,2008_005115,0,bird,309,20,489,32
7521,2012_002670,0,person,500,270,375,130
7525,2009_000405,3,person,471,438,278,53
7532,2008_001415,0,bird,292,241,215,126
7533,2008_001415,1,bird,158,79,333,271
7535,2008_008357,6,person,287,258,224,126
7536,2008_008357,7,person,344,286,235,133
7538,2008_008357,9,person,498,427,287,117
7540,2010_005974,0,aeroplane,458,41,360,126
7556,2008_008343,3,person,74,53,336,282
7561,2010_005960,1,bird,333,234,285,128
7566,2010_005960,6,person,387,347,106,3
7568,2010_005960,8,person,443,390,112,19
7577,2008_006408,1,person,286,6,364,58
7585,2011_001820,3,sofa,321,1,385,92
7588,2008_004551,0,bird,263,214,264,111
7589,2010_000830,0,sofa,396,67,294,146
7590,2009_003656,0,sofa,362,246,109,58
7604,2010_005948,2,sofa,500,131,375,18
7620,2009_003642,0,sofa,375,159,356,241
7621,2009_003642,2,sofa,137,1,425,246
7638,2010_002955,1,bird,341,244,302,176
7648,2008_000910,1,person,250,123,375,152
7651,2008_008380,0,bird,234,166,362,182
7656,2011_001175,2,sofa,225,56,375,215
7669,2009_003695,2,sofa,366,79,294,164
7671,2011_000243,0,aeroplane,486,17,260,93
7678,2011_004031,1,person,296,265,311,219
7687,2011_003038,5,sofa,386,1,375,226
7689,2011_000531,0,aeroplane,500,1,311,102
7712,2007_003267,0,bird,500,2,333,69
7715,2011_005317,0,person,313,29,333,84
7716,2008_008384,0,bird,281,177,197,132
7717,2011_002478,0,person,294,1,500,50
7720,2011_005303,0,person,500,89,395,10
7730,2007_008468,0,sofa,172,51,197,122
7740,2009_003685,0,bird,296,75,473,49
7746,2008_005850,2,sofa,500,133,322,48
7755,2007_001458,0,sofa,392,106,299,121
7765,2008_008347,0,bird,250,209,115,74
7766,2008_008347,1,bird,132,84,160,98
7767,2008_008347,2,bird,165,127,206,164
7768,2008_008347,3,bird,178,102,259,217
7769,2008_008347,4,bird,115,9,345,280
7780,2009_000367,0,aeroplane,71,27,224,181
7781,2009_000367,1,aeroplane,479,12,276,128
7784,2008_008435,0,bird,214,76,162,25
7785,2008_008435,1,bird,470,335,273,160
7791,2009_003108,0,aeroplane,281,100,150,108
7792,2009_003108,1,aeroplane,220,16,157,106
7793,2009_003108,2,aeroplane,482,12,232,90
7794,2009_003108,3,aeroplane,399,303,150,115
7798,2010_002789,1,sofa,500,1,409,183
7816,2009_003646,2,sofa,376,45,375,278
7818,2009_003646,4,sofa,104,1,375,224
7820,2011_006839,0,person,348,88,332,79
7821,2011_000290,1,person,240,145,347,259
7822,2011_000290,2,person,160,2,500,412
7824,2009_002558,1,sofa,421,216,331,204
7830,2012_001433,1,person,50,1,320,73
7834,2010_005794,1,person,192,42,375,190
7836,2010_005794,3,sofa,500,1,375,103
7840,2010_001294,0,aeroplane,487,7,217,63
7841,2010_001294,1,aeroplane,191,129,210,189
7853,2008_004964,0,sofa,375,157,500,273
7862,2010_004111,0,sofa,500,246,308,99
7867,2010_001069,0,bird,338,64,461,92
7873,2011_000051,0,person,500,348,375,90
7876,2009_002941,0,aeroplane,483,14,221,46
7877,2009_003487,0,bird,333,189,184,65
7878,2009_002799,0,bird,499,431,78,9
7879,2009_002799,1,bird,447,367,292,189
7880,2009_002799,2,bird,439,304,235,89
7881,2009_002799,3,bird,365,236,238,124
7882,2009_002799,4,bird,280,173,279,161
7883,2009_002799,5,bird,175,97,190,112
7890,2008_003789,0,bird,288,86,431,45
7891,2008_003789,1,bird,220,60,470,208
7892,2008_003951,0,person,147,98,327,201
7894,2012_003783,0,person,304,50,375,99
7907,2011_004545,1,person,206,173,265,172
7908,2008_001834,0,person,430,422,174,154
7915,2011_002652,0,bird,280,129,290,181
7920,2009_004317,0,aeroplane,491,8,286,101
7928,2008_008145,0,bird,341,6,500,57
7929,2008_008145,1,bird,40,1,128,1
7930,2008_008145,2,bird,196,39,97,1
7931,2008_000519,0,person,358,106,284,57
7932,2008_000519,1,sofa,447,1,260,1
7939,2009_001509,6,aeroplane,486,1,261,66
7940,2009_001509,7,aeroplane,343,119,48,1
7942,2008_007510,1,person,74,25,301,166
7944,2012_000275,0,person,485,450,218,159
7951,2012_000275,7,person,302,270,273,180
7954,2008_001161,0,bird,162,131,278,245
7955,2008_001161,1,bird,271,232,280,241
7956,2008_001161,2,bird,396,357,287,248
7971,2008_003762,2,person,81,1,375,113
7973,2008_007504,0,aeroplane,500,15,264,110
8000,2008_008179,0,aeroplane,419,310,167,133
8001,2008_008179,1,aeroplane,311,176,181,138
8002,2008_008179,2,aeroplane,181,47,182,144
8003,2008_008179,3,aeroplane,154,30,175,137
8006,2008_002454,0,aeroplane,500,1,333,139
8018,2012_001143,0,person,435,190,287,86
8019,2008_007538,1,sofa,500,140,375,3
8020,2008_006626,0,bird,295,33,467,69
8028,2009_003450,0,bird,347,60,427,264
8031,2009_000159,0,aeroplane,349,259,136,103
8032,2009_000159,1,aeroplane,473,13,203,103
8049,2009_002809,0,bird,335,18,408,29
8056,2008_003819,10,person,434,416,196,132
8065,2008_003819,19,person,69,58,197,154
8073,2010_004071,0,bird,91,49,208,182
8074,2010_004071,1,bird,198,140,325,287
8075,2010_004071,2,bird,301,268,297,271
8076,2010_004071,3,bird,319,280,357,329
8080,2007_005212,2,sofa,500,431,333,239
8086,2010_004703,2,person,367,310,307,194
8087,2011_005075,0,person,236,144,479,214
8089,2012_003191,0,person,384,34,375,1
8094,2008_000492,3,sofa,500,1,375,1
8096,2010_003044,0,bird,357,43,444,68
8097,2010_005353,0,bird,322,248,305,183
8105,2012_004198,0,person,105,47,301,100
8106,2011_000657,0,sofa,429,31,373,140
8107,2011_000657,1,person,372,218,375,114
8109,2008_003831,0,bird,341,62,252,52
8120,2011_002726,1,sofa,199,89,309,186
8121,2011_002726,2,sofa,463,261,328,185
8128,2012_000467,0,person,372,251,333,63
8144,2008_008757,8,person,176,148,184,116
8150,2008_002508,9,sofa,270,193,199,139
8151,2008_002508,10,sofa,102,26,204,134
8156,2008_008025,0,aeroplane,296,41,156,59
8157,2008_008025,1,aeroplane,436,302,164,112
8160,2008_005501,2,person,137,105,164,96
8162,2008_003170,0,bird,457,79,321,19
8163,2011_002929,0,aeroplane,433,6,233,129
8181,2008_007458,0,aeroplane,246,169,181,90
8184,2010_005384,1,person,322,18,500,10
8189,2009_003524,0,aeroplane,494,8,238,79
8193,2008_006034,0,aeroplane,180,145,292,251
8195,2010_002602,1,sofa,156,1,375,37
8201,2010_000773,3,person,16,1,151,104
8204,2011_001005,1,sofa,465,43,375,16
8226,2009_003097,0,aeroplane,413,194,167,92
8230,2009_001858,0,aeroplane,227,171,181,95
8236,2010_003520,4,sofa,294,215,404,332
8248,2008_000690,2,sofa,374,1,305,49
8249,2008_000848,0,bird,279,233,246,147
8253,2008_005924,0,bird,184,130,226,183
8254,2008_005924,1,bird,400,346,193,154
8255,2008_005924,2,bird,398,345,261,229
8256,2008_005924,3,bird,186,131,299,261
8261,2008_004384,3,bird,79,1,349,279
8264,2009_002376,0,person,165,1,415,183
8273,2008_008233,0,bird,393,121,306,45
8274,2012_002072,0,person,204,145,327,174
8275,2010_000968,2,sofa,400,145,211,74
8277,2009_002404,1,person,351,227,171,48
8278,2009_002404,2,person,324,267,333,288
8282,2009_004075,1,aeroplane,500,1,333,1
8286,2012_001209,1,person,359,233,228,34
8295,2011_002295,0,bird,315,190,252,81
8298,2011_000482,0,bird,427,1,332,25
8302,2008_004353,2,person,359,241,323,124
8306,2008_004435,5,sofa,469,142,375,52
8310,2008_006222,2,person,274,221,347,183
8319,2008_006222,12,person,74,36,159,94
8325,2010_005838,0,sofa,375,1,500,41
8346,2007_001289,0,bird,355,157,188,98
8349,2011_005289,0,person,198,29,352,33
8355,2008_007129,1,sofa,500,71,375,233
8361,2007_001288,0,aeroplane,426,68,209,76
8362,2007_001288,1,aeroplane,497,357,317,272
8363,2007_001288,2,aeroplane,316,196,314,272
8364,2008_003429,0,person,193,159,228,170
8367,2011_001789,0,aeroplane,465,3,237,67
8370,2008_007883,0,aeroplane,465,39,209,25
8371,2010_005193,0,sofa,354,1,369,23
8374,2008_000134,0,bird,271,137,157,79
8375,2008_000134,1,bird,179,68,390,320
8383,2012_003351,0,person,260,123,340,39
8387,2009_004074,1,person,284,19,154,1
8395,2008_007673,0,bird,301,197,153,63
8396,2009_000560,0,aeroplane,492,10,207,33
8399,2008_008554,0,sofa,162,1,375,160
8412,2008_002079,9,person,371,311,116,39
8421,2012_002073,3,person,282,235,325,169
8428,2009_000206,0,bird,286,138,367,87
8440,2008_002092,8,sofa,480,1,326,109
8446,2008_004385,0,bird,282,168,241,149
8447,2008_007854,0,bird,279,25,404,101
8448,2008_007854,1,bird,465,233,437,163
8450,2007_006530,1,sofa,500,216,330,180
8456,2009_002388,0,aeroplane,458,137,175,43
8463,2011_001038,0,person,298,114,289,111
8473,2011_001010,0,sofa,500,1,374,1
8474,2011_001010,1,person,500,117,258,71
8475,2008_000861,0,bird,292,88,194,100
8476,2008_000861,1,bird,426,260,114,28
8482,2011_005510,0,person,244,144,425,255
8484,2009_001871,0,sofa,292,1,263,65
8515,2009_001332,0,aeroplane,489,13,219,78
8523,2009_003531,0,bird,483,1,375,57
8530,2009_001440,0,sofa,494,50,329,72
8535,2009_003257,1,bird,64,17,223,149
8539,2011_000859,2,person,182,36,231,44
8540,2011_000859,3,person,64,1,165,24
8550,2009_002607,0,person,170,39,500,86
8551,2009_002607,1,person,307,157,500,73
8553,2009_005168,4,person,54,34,197,139
8555,2008_005500,0,sofa,375,1,500,140
8566,2008_007317,0,bird,392,159,366,76
8578,2008_007465,0,bird,393,59,313,78
8580,2010_002429,0,aeroplane,355,63,168,60
8587,2008_006948,0,sofa,229,21,313,136
8588,2010_003737,0,aeroplane,487,68,251,135
8592,2011_000656,0,aeroplane,471,8,231,51
8594,2010_001120,0,bird,342,146,137,7
8598,2009_002820,0,bird,369,144,331,54
8609,2010_003051,0,aeroplane,492,84,257,127
8615,2008_000493,2,person,371,314,242,161
8616,2008_000493,3,sofa,500,1,375,65
8621,2010_001652,0,aeroplane,475,77,231,96
8622,2011_006555,0,person,153,80,210,124
8635,2008_006784,0,sofa,334,170,245,149
8636,2010_005352,0,person,164,132,218,143
8637,2010_005352,1,person,190,154,229,136
8650,2010_005352,14,person,148,90,307,204
8654,2010_003723,0,aeroplane,462,64,259,52
8655,2011_002055,0,bird,437,66,460,94
8657,2007_008051,0,bird,358,131,375,110
8660,2007_003104,0,person,122,85,118,72
8661,2008_004805,0,bird,317,239,315,158
8665,2009_002808,0,aeroplane,333,2,457,16
8677,2011_005060,0,person,294,122,333,54
8682,2011_005706,2,person,500,334,307,100
8687,2012_003812,0,person,70,39,465,395
8688,2012_003812,1,person,113,77,500,429
8690,2008_004030,0,aeroplane,216,135,151,96
8691,2008_004030,1,aeroplane,266,187,232,178
8692,2008_004030,2,aeroplane,370,297,249,196
8693,2008_004030,3,aeroplane,195,113,291,234
8696,2010_003680,0,aeroplane,365,150,281,34
8712,2008_004742,0,bird,161,119,180,64
8713,2009_001252,0,bird,123,56,259,237
8714,2009_001252,1,bird,383,348,260,244
8716,2011_006384,0,person,255,84,234,112
8717,2008_004024,0,bird,476,130,316,47
8722,2010_003864,0,sofa,199,25,279,131
8723,2010_003864,2,sofa,500,372,334,234
8724,2008_003763,0,bird,382,106,375,49
8725,2009_004464,0,sofa,450,95,336,89
8728,2008_008150,0,aeroplane,313,188,208,130
8729,2008_008150,1,aeroplane,355,279,254,190
8737,2008_006169,0,aeroplane,375,1,472,11
8740,2009_002001,0,aeroplane,346,235,500,448
8747,2008_001160,2,aeroplane,94,62,185,168
8749,2008_007511,0,sofa,489,15,268,17
8750,2008_008622,0,sofa,500,193,267,1
8757,2009_000825,1,person,228,193,130,95
8768,2011_000044,1,sofa,500,1,375,1
8777,2009_002798,0,aeroplane,433,24,265,84
8778,2009_002798,1,aeroplane,85,4,213,178
8779,2010_001726,2,sofa,445,16,500,132
8781,2011_007059,0,person,393,335,181,104
8782,2008_003788,0,aeroplane,488,13,236,86
8789,2010_004138,0,bird,476,447,185,156
8792,2008_003978,1,person,351,145,377,86
8793,2011_007071,0,person,212,139,409,173
8799,2011_002109,0,sofa,375,1,500,1
8800,2011_002109,1,person,373,1,500,103
8805,2010_002207,0,aeroplane,491,1,226,33
8808,2008_001809,0,sofa,142,1,375,279
8809,2010_003119,0,bird,384,132,185,130
8812,2010_006061,2,person,298,1,500,101
8820,2008_000732,0,person,290,93,333,112
8822,2008_000054,0,bird,318,284,184,100
8823,2008_000054,1,bird,198,112,209,146
8830,2012_002649,0,person,263,240,201,141
8835,2010_003496,0,aeroplane,278,1,194,105
8836,2010_003496,1,aeroplane,500,1,332,27
8843,2009_002559,0,bird,306,246,184,140
8844,2009_002559,1,bird,122,66,142,108
8853,2010_000821,0,sofa,258,1,371,203
8856,2009_002571,0,sofa,196,1,191,46
8859,2008_002119,0,sofa,434,81,343,125
8862,2009_003109,0,bird,397,35,310,33
8868,2008_006419,0,bird,280,202,271,183
8880,2012_001368,3,person,279,239,320,237
8884,2012_002661,0,person,274,131,360,215
8887,2008_003575,0,aeroplane,500,1,293,90
8896,2008_008346,0,bird,312,15,492,57
8909,2011_000246,0,bird,159,1,448,129
8912,2011_001158,0,aeroplane,94,1,348,281
8913,2011_001158,1,aeroplane,375,312,348,322
8914,2011_001158,2,aeroplane,375,1,315,40
8917,2009_003848,0,sofa,493,6,217,4
8918,2009_003848,1,sofa,426,76,405,208
8928,2011_004746,2,person,136,105,238,140
8939,2008_000097,0,bird,181,101,274,203
8947,2007_007996,7,sofa,351,189,240,113
8962,2008_006394,0,aeroplane,419,50,232,124
8963,2008_006394,1,aeroplane,498,435,205,189
8964,2008_006394,2,aeroplane,495,430,193,181
8968,2008_008391,4,person,369,257,86,1
8972,2010_002763,3,person,248,178,331,82
8974,2009_001905,0,aeroplane,344,241,180,148
8975,2010_004312,0,aeroplane,497,2,274,121
8981,2011_001616,2,person,500,406,335,117
9006,2011_001170,0,person,343,66,500,8
9007,2010_006507,0,person,500,323,330,44
9009,2011_001600,4,sofa,51,1,374,193
9010,2011_001600,5,sofa,498,350,371,224
9038,2008_008387,0,bird,302,81,333,79
9047,2007_005173,8,person,138,87,66,18
9059,2011_002335,1,sofa,499,211,375,150
9065,2008_000095,0,bird,287,251,270,161
9066,2010_001254,2,person,315,280,252,107
9076,2008_006382,3,person,351,280,255,124
9078,2011_003995,0,person,205,124,168,38
9080,2011_004036,0,person,326,31,500,44
9082,2009_001091,2,person,126,63,350,146
9092,2010_005998,0,aeroplane,498,109,299,198
9093,2010_003331,1,sofa,500,1,375,16
9094,2007_004537,6,person,270,202,263,33
9099,2008_007936,0,bird,375,72,365,63
9102,2010_005026,2,person,435,393,41,1
9117,2008_008344,0,aeroplane,500,8,262,101
9131,2008_006369,0,bird,259,150,262,178
9132,2009_000370,0,bird,388,31,332,73
9135,2008_003211,0,bird,351,47,421,63
9136,2009_000416,0,sofa,500,1,492,1
9152,2010_002946,1,person,499,461,333,242
9162,2009_005234,0,bird,237,162,270,158
9166,2011_003942,0,person,94,27,301,195
9168,2008_006433,1,person,480,140,375,23
9172,2011_006184,0,person,195,38,384,22
9173,2009_003123,2,sofa,414,59,375,188
9174,2008_004973,0,bird,320,20,282,80
9175,2008_008191,0,aeroplane,295,36,146,51
9176,2008_006802,0,bird,121,79,387,346
9177,2008_006802,1,bird,180,136,391,357
9179,2011_001402,3,sofa,500,187,375,172
9191,2011_003201,1,sofa,495,278,243,145
9192,2010_002577,0,aeroplane,499,7,231,63
9198,2008_008185,0,bird,295,265,257,227
9199,2008_008185,1,bird,251,230,273,238
9208,2010_001718,0,aeroplane,412,335,248,144
9232,2011_002889,0,bird,472,320,252,147
9251,2010_005224,0,aeroplane,188,135,61,24
9252,2010_005224,1,aeroplane,275,31,325,241
9255,2010_003655,0,aeroplane,500,1,236,1
9263,2010_001042,0,bird,333,102,254,103
9264,2011_000734,0,bird,238,76,176,24
9265,2011_000734,1,bird,269,63,500,128
9269,2008_004783,0,bird,172,144,275,255
9285,2009_003309,0,aeroplane,500,3,314,24
9286,2008_005310,0,aeroplane,312,48,188,32
9288,2008_003761,1,person,354,160,168,48
9293,2008_007507,0,aeroplane,206,163,276,219
9295,2008_006619,0,aeroplane,495,7,227,103
9299,2008_003775,2,person,298,158,338,110
9301,2009_002765,0,aeroplane,211,125,197,112
9306,2008_008146,0,aeroplane,279,228,151,114
9310,2012_000538,0,person,287,1,253,11
9311,2007_000584,1,sofa,500,344,374,207
9312,2008_006143,0,bird,263,213,225,156
9313,2008_000532,0,bird,469,72,485,25
9318,2008_000254,4,person,186,164,351,305
9321,2008_008608,0,sofa,500,211,375,212
9322,2008_008608,1,sofa,166,1,375,191
9334,2008_005338,0,aeroplane,500,1,375,83
9337,2011_006386,0,person,402,206,314,87
9340,2012_001154,0,person,204,141,217,78
9341,2008_006631,0,aeroplane,500,17,335,52
9342,2008_006631,1,person,341,191,338,96
9349,2011_003598,0,person,78,33,404,273
9352,2010_004847,0,bird,500,93,375,32
9358,2009_005036,0,aeroplane,489,6,299,159
9375,2011_007113,0,person,269,173,500,198
9380,2012_001961,0,person,357,228,187,1
9381,2010_000572,0,aeroplane,434,59,235,159
9385,2010_003053,0,aeroplane,500,284,339,245
9386,2010_003053,1,aeroplane,490,9,303,144
9397,2007_004133,0,person,224,97,334,18
9399,2008_007498,0,bird,491,208,360,111
9403,2010_005350,2,bird,116,49,327,287
9404,2010_005350,3,bird,201,162,345,262
9405,2010_005350,4,bird,169,140,330,286
9406,2010_005350,5,bird,246,201,340,298
9432,2008_006779,2,person,225,153,219,29
9437,2009_002611,0,sofa,182,1,370,152
9440,2007_008084,0,bird,233,111,365,212
9441,2008_001770,0,bird,361,73,478,71
9445,2008_004620,0,bird,373,36,475,39
9463,2009_000748,0,bird,116,31,173,140
9464,2009_000748,1,bird,309,211,156,122
9465,2009_000748,2,bird,260,193,201,183
9473,2010_006856,1,person,262,217,189,104
9493,2009_005142,0,aeroplane,500,1,321,25
9495,2011_003163,0,bird,495,203,169,33
9504,2010_003279,0,aeroplane,482,21,184,71
9505,2010_005608,0,bird,500,89,285,1
9506,2010_005608,1,bird,500,289,331,183
9507,2010_005608,2,bird,283,14,332,110
9508,2010_005608,3,bird,395,319,332,279
9510,2011_003611,1,person,121,78,310,193
